,claim_id,claim_text,claim_label,evidences,evidence text
4084,claim-2076,Snowfall is increasing in the fall and winter in the Northern Hemisphere and North America with many records being set.,SUPPORTS,evidence-599766,"Many records for snowfall and temperature were broken, many for the month of February, with every state east of the Mississippi River being colder than average, some for the entire winter."
4085,claim-2076,Snowfall is increasing in the fall and winter in the Northern Hemisphere and North America with many records being set.,SUPPORTS,evidence-895097,"Snowflakes fell on 19 out of 28 days in the Boston, Massachusetts area, setting records in numerous locations with depths up to over 36.0 inches (91 cm) deep in certain places."
4086,claim-2076,Snowfall is increasing in the fall and winter in the Northern Hemisphere and North America with many records being set.,SUPPORTS,evidence-175699,Seattle recorded its snowiest winter on record with 67.5 inches (171 cm) for the season at Sea-Tac Airport.
4087,claim-2508,"""The Pacific Decadal Oscillation (PDO) is a temperature pattern in the Pacific Ocean that spends roughly 20-30 years in the cool phase or the warm phase.",SUPPORTS,evidence-1208158,"The PDO is a pattern of Pacific climate variability that shifts phases on at least inter-decadal time scale, usually about 20 to 30 years."
4088,claim-2508,"""The Pacific Decadal Oscillation (PDO) is a temperature pattern in the Pacific Ocean that spends roughly 20-30 years in the cool phase or the warm phase.",SUPPORTS,evidence-623139,"The Pacific Decadal Oscillation (PDO) is a robust, recurring pattern of ocean-atmosphere climate variability centered over the mid-latitude Pacific basin."
4089,claim-2508,"""The Pacific Decadal Oscillation (PDO) is a temperature pattern in the Pacific Ocean that spends roughly 20-30 years in the cool phase or the warm phase.",SUPPORTS,evidence-410946,"The PDO is detected as warm or cool surface waters in the Pacific Ocean, north of 20°N."
4090,claim-2049,The Millennium Drought starting in 1997 and ending in 2010 was misinterpreted as a long term trend as a consequence of Climate Change.,SUPPORTS,evidence-978133,Climate change occurs when changes in Earth's climate system result in new weather patterns that remain in place for an extended period of time.
4091,claim-2049,The Millennium Drought starting in 1997 and ending in 2010 was misinterpreted as a long term trend as a consequence of Climate Change.,SUPPORTS,evidence-906284,The long Australian Millennial drought broke in 2010.
4092,claim-2049,The Millennium Drought starting in 1997 and ending in 2010 was misinterpreted as a long term trend as a consequence of Climate Change.,SUPPORTS,evidence-1025757,"In addition, many areas are experiencing higher than normal droughts."
4093,claim-1333,“The oceans will never become acid because there is such a huge buffering capacity in the oceans.,NOT_ENOUGH_INFO,evidence-1009038,"Increasing atmospheric carbon dioxide certainly affects plant morphology and is acidifying oceans, and temperature affects species ranges, phenology, and weather, but, mercifully, the major impacts that have been predicted are still potential futures."
4094,claim-1333,“The oceans will never become acid because there is such a huge buffering capacity in the oceans.,NOT_ENOUGH_INFO,evidence-864864,The current level of GHG emissions means that ocean acidity will continue to increase and aquatic ecosystems will continue to degrade and change.
4095,claim-1333,“The oceans will never become acid because there is such a huge buffering capacity in the oceans.,NOT_ENOUGH_INFO,evidence-594019,"The rising ocean acidity makes it more difficult for marine organisms such as shrimp, oysters, or corals to form their shells – a process known as calcification."
4096,claim-1333,“The oceans will never become acid because there is such a huge buffering capacity in the oceans.,NOT_ENOUGH_INFO,evidence-296879,"More recently, anthropogenic activities have steadily increased the carbon dioxide content of the atmosphere; about 30–40% of the added CO2 is absorbed by the oceans, forming carbonic acid and lowering the pH (now below 8.1) through a process called ocean acidification."
4097,claim-1333,“The oceans will never become acid because there is such a huge buffering capacity in the oceans.,NOT_ENOUGH_INFO,evidence-1198889,"For instance as oceans are warming and becoming more acidic, biodiversity is becoming reduced and changing currents will cause more frequent storms and droughts."
4098,claim-1316,"In pushing too hard for the case that global warming is universally bad for everything, the administration’s report undermines the reasonable case for climate action.",NOT_ENOUGH_INFO,evidence-374377,"Public concern over global warming and support for climate policy-making in the US is low relative to other nations (see Chapter 10, this volume), contributing to inaction by the US government."
4099,claim-1316,"In pushing too hard for the case that global warming is universally bad for everything, the administration’s report undermines the reasonable case for climate action.",NOT_ENOUGH_INFO,evidence-984234,"While the ozone layer and climate change are considered separate problems, the solution to the former has significantly mitigated global warming."
4100,claim-1316,"In pushing too hard for the case that global warming is universally bad for everything, the administration’s report undermines the reasonable case for climate action.",NOT_ENOUGH_INFO,evidence-537406,"It has been argued that the Montreal Protocol, may have done more than any other measure, as of 2017[update], to mitigate climate change as those substances were also powerful greenhouse gases."
4101,claim-1316,"In pushing too hard for the case that global warming is universally bad for everything, the administration’s report undermines the reasonable case for climate action.",NOT_ENOUGH_INFO,evidence-56196,"They challenged the scientific evidence, argued that global warming would have benefits, warned that concern for global warming was some kind of socialist plot to undermine American capitalism, and asserted that proposed solutions would do more harm than good."
4102,claim-1316,"In pushing too hard for the case that global warming is universally bad for everything, the administration’s report undermines the reasonable case for climate action.",NOT_ENOUGH_INFO,evidence-554093,"Litigation is increasingly used as a tool to strengthen climate action, with governments being the biggest target of lawsuits demanding that they become ambitious on climate action or enforce existing laws."
4103,claim-1504,Climate scientists say that aspects of the case of Hurricane Harvey suggest global warming is making a bad situation worse.,SUPPORTS,evidence-1055682,"""It's a fact: climate change made Hurricane Harvey more deadly""."
4104,claim-1504,Climate scientists say that aspects of the case of Hurricane Harvey suggest global warming is making a bad situation worse.,SUPPORTS,evidence-1047356,"The Gulf of Mexico is known for hurricanes in August, so their incidence alone cannot be attributed to global warming, but the warming climate does influence certain attributes of storms."
